capture_id,subject_id,posture,calibration_id,status,c1_valid_joints,c2_valid_joints,head_visible,shoulders_visible,hips_visible,multicam_consistent,reason
CAP000246,S007,leaning_left,CAL_006,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000247,S007,leaning_left,CAL_006,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000248,S007,leaning_left,CAL_006,PASS,16,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000249,S007,leaning_left,CAL_006,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000250,S007,leaning_right,CAL_006,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000251,S007,leaning_right,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000252,S007,leaning_right,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000253,S007,leaning_right,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000254,S007,leaning_right,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000255,S007,slouching,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000256,S007,slouching,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000257,S007,slouching,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000258,S007,slouching,CAL_006,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000259,S007,slouching,CAL_006,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000260,S007,forward_head,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000261,S007,forward_head,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000262,S007,forward_head,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000263,S007,forward_head,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000264,S007,forward_head,CAL_006,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000265,S007,reject,CAL_006,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000266,S007,reject,CAL_006,PASS,14,15,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000267,S007,reject,CAL_006,REVIEW,17,11,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000268,S008,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000269,S008,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000270,S008,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000271,S008,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000272,S008,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000273,S008,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000274,S008,leaning_forward,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000275,S008,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000276,S008,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000277,S008,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000278,S008,leaning_backward,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000279,S008,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000280,S008,leaning_backward,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000281,S008,leaning_backward,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000282,S008,leaning_backward,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000283,S008,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000284,S008,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000285,S008,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000286,S008,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000287,S008,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000288,S008,leaning_right,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000289,S008,leaning_right,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000290,S008,leaning_right,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000291,S008,leaning_right,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000292,S008,leaning_right,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000293,S008,slouching,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000294,S008,slouching,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000295,S008,slouching,CAL_008,PASS,17,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000296,S008,slouching,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000297,S008,slouching,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000298,S008,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000299,S008,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000300,S008,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000301,S008,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000302,S008,forward_head,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000303,S008,reject,CAL_008,REVIEW,13,9,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000304,S009,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000305,S009,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000306,S009,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000307,S009,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000308,S009,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000309,S009,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000310,S009,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000311,S009,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000312,S009,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000313,S009,leaning_forward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000314,S009,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000315,S009,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000316,S009,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000317,S009,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000318,S009,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000319,S009,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000320,S009,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000321,S009,leaning_left,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000322,S009,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000323,S009,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000324,S009,leaning_right,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000325,S009,leaning_right,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000326,S009,leaning_right,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000327,S009,leaning_right,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000328,S009,leaning_right,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000329,S009,slouching,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000330,S009,slouching,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000331,S009,slouching,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000332,S009,slouching,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000333,S009,slouching,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000334,S009,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000335,S009,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000336,S009,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000337,S009,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000338,S009,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000339,S009,reject,CAL_008,REVIEW,10,8,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000340,S009,reject,CAL_008,PASS,17,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000341,S010,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000342,S010,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000343,S010,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000344,S010,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000345,S010,upright,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000346,S010,leaning_forward,CAL_008,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000347,S010,leaning_forward,CAL_008,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000348,S010,leaning_forward,CAL_008,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000349,S010,leaning_forward,CAL_008,PASS,13,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000350,S010,leaning_forward,CAL_008,PASS,13,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000351,S010,leaning_backward,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000352,S010,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000353,S010,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000354,S010,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000355,S010,leaning_backward,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000356,S010,leaning_left,CAL_008,PASS,14,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000357,S010,leaning_left,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000358,S010,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000359,S010,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000360,S010,leaning_left,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000361,S010,leaning_right,CAL_008,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000362,S010,leaning_right,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000363,S010,leaning_right,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000364,S010,leaning_right,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000365,S010,leaning_right,CAL_008,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000366,S010,leaning_right,CAL_008,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000367,S010,slouching,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000368,S010,slouching,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000369,S010,slouching,CAL_008,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000370,S010,slouching,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000371,S010,slouching,CAL_008,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000372,S010,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000373,S010,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000374,S010,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000375,S010,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000376,S010,forward_head,CAL_008,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000377,S010,reject,CAL_008,REVIEW,12,11,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000378,S010,reject,CAL_008,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000379,S011,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000380,S011,upright,CAL_009,FAIL,14,10,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000381,S011,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000382,S011,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000383,S011,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000384,S011,leaning_forward,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000385,S011,leaning_forward,CAL_009,REVIEW,13,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000386,S011,leaning_forward,CAL_009,REVIEW,13,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000387,S011,leaning_forward,CAL_009,REVIEW,13,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000388,S011,leaning_forward,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000389,S011,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000390,S011,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000391,S011,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000392,S011,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000393,S011,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000394,S011,leaning_left,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000395,S011,leaning_left,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000396,S011,leaning_left,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000397,S011,leaning_left,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000398,S011,leaning_left,CAL_009,PASS,14,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000399,S011,leaning_right,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000400,S011,leaning_right,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000401,S011,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000402,S011,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000403,S011,leaning_right,CAL_009,FAIL,14,10,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000404,S011,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000405,S011,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000406,S011,slouching,CAL_009,PASS,14,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000407,S011,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000408,S011,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000409,S011,forward_head,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000410,S011,forward_head,CAL_009,FAIL,15,10,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000411,S011,forward_head,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000412,S011,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000413,S011,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000414,S011,reject,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000415,S011,reject,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000416,S012,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000417,S012,upright,CAL_009,PASS,13,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000418,S012,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000419,S012,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000420,S012,upright,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000421,S012,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000422,S012,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000423,S012,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000424,S012,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000425,S012,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000426,S012,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000427,S012,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000428,S012,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000429,S012,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000430,S012,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000431,S012,leaning_left,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000432,S012,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000433,S012,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000434,S012,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000435,S012,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000436,S012,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000437,S012,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000438,S012,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000439,S012,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000440,S012,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000441,S012,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000442,S012,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000443,S012,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000444,S012,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000445,S012,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000446,S012,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000447,S012,forward_head,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000448,S012,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000449,S012,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000450,S012,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000451,S012,reject,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000452,S012,reject,CAL_009,FAIL,12,9,False,False,True,True,Incomplete torso keypoints or severe multicam mismatch
CAP000453,S013,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000454,S013,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000455,S013,upright,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000456,S013,upright,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000457,S013,upright,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000458,S013,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000459,S013,leaning_forward,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000460,S013,leaning_forward,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000461,S013,leaning_forward,CAL_009,REVIEW,15,9,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000462,S013,leaning_forward,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000463,S013,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000464,S013,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000465,S013,leaning_backward,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000466,S013,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000467,S013,leaning_left,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000468,S013,leaning_left,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000469,S013,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000470,S013,leaning_left,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000471,S013,leaning_left,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000472,S013,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000473,S013,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000474,S013,leaning_right,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000475,S013,leaning_right,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000476,S013,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000477,S013,slouching,CAL_009,PASS,17,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000478,S013,slouching,CAL_009,PASS,16,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000479,S013,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000480,S013,slouching,CAL_009,PASS,16,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000481,S013,slouching,CAL_009,PASS,17,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000482,S013,forward_head,CAL_009,FAIL,17,6,False,True,True,True,Incomplete torso keypoints or severe multicam mismatch
CAP000483,S013,forward_head,CAL_009,FAIL,16,7,False,True,True,True,Incomplete torso keypoints or severe multicam mismatch
CAP000484,S013,forward_head,CAL_009,FAIL,17,6,False,True,True,True,Incomplete torso keypoints or severe multicam mismatch
CAP000485,S013,forward_head,CAL_009,REVIEW,16,8,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000486,S013,forward_head,CAL_009,FAIL,16,6,False,True,True,True,Incomplete torso keypoints or severe multicam mismatch
CAP000487,S013,reject,CAL_009,FAIL,12,7,False,True,True,True,Incomplete torso keypoints or severe multicam mismatch
CAP000488,S014,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000489,S014,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000490,S014,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000491,S014,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
