image_id,capture_id,subject_id,camera_id,view_role,posture,candidates_count,status,target_area_ratio,target_conf,mean_kpt_conf,torso_kpts_valid,notes
S007_SE01_CAP000233_CAM02,CAP000233,S007,CAM02,lateral,upright,5,multiple_candidates,0.3337000012397766,0.9204,0.5721,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000234_CAM01,CAP000234,S007,CAM01,frontal,upright,2,multiple_candidates,0.22110000252723694,0.9267,0.8309,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000234_CAM02,CAP000234,S007,CAM02,lateral,upright,5,multiple_candidates,0.33730000257492065,0.9258,0.5961,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000235_CAM01,CAP000235,S007,CAM01,frontal,leaning_forward,2,multiple_candidates,0.24279999732971191,0.9341,0.7956,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000235_CAM02,CAP000235,S007,CAM02,lateral,leaning_forward,6,multiple_candidates,0.30730000138282776,0.9495,0.5995,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000236_CAM01,CAP000236,S007,CAM01,frontal,leaning_forward,2,multiple_candidates,0.2425999939441681,0.9318,0.7981,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000236_CAM02,CAP000236,S007,CAM02,lateral,leaning_forward,7,multiple_candidates,0.30869999527931213,0.9508,0.5898,4,Multiple candidates (7); Default YOLO correctly aligns with target
S007_SE01_CAP000237_CAM01,CAP000237,S007,CAM01,frontal,leaning_forward,2,multiple_candidates,0.2442999929189682,0.9318,0.806,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000237_CAM02,CAP000237,S007,CAM02,lateral,leaning_forward,5,multiple_candidates,0.3084999918937683,0.9508,0.6068,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000238_CAM01,CAP000238,S007,CAM01,frontal,leaning_forward,2,multiple_candidates,0.24469999969005585,0.9318,0.7872,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000238_CAM02,CAP000238,S007,CAM02,lateral,leaning_forward,5,multiple_candidates,0.3093999922275543,0.9507,0.6031,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000239_CAM01,CAP000239,S007,CAM01,frontal,leaning_forward,2,multiple_candidates,0.2443999946117401,0.9318,0.7968,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000239_CAM02,CAP000239,S007,CAM02,lateral,leaning_forward,5,multiple_candidates,0.30880001187324524,0.9482,0.5951,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000240_CAM01,CAP000240,S007,CAM01,frontal,leaning_backward,2,multiple_candidates,0.20020000636577606,0.9095,0.8206,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000240_CAM02,CAP000240,S007,CAM02,lateral,leaning_backward,4,multiple_candidates,0.38510000705718994,0.9286,0.6979,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000241_CAM01,CAP000241,S007,CAM01,frontal,leaning_backward,2,multiple_candidates,0.19949999451637268,0.9104,0.8163,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000241_CAM02,CAP000241,S007,CAM02,lateral,leaning_backward,3,multiple_candidates,0.38679999113082886,0.9265,0.6955,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000242_CAM01,CAP000242,S007,CAM01,frontal,leaning_backward,2,multiple_candidates,0.19859999418258667,0.9126,0.8184,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000242_CAM02,CAP000242,S007,CAM02,lateral,leaning_backward,4,multiple_candidates,0.3869999945163727,0.9304,0.6921,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000243_CAM01,CAP000243,S007,CAM01,frontal,leaning_backward,3,multiple_candidates,0.19750000536441803,0.9115,0.8215,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000243_CAM02,CAP000243,S007,CAM02,lateral,leaning_backward,4,multiple_candidates,0.38519999384880066,0.9307,0.6843,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000244_CAM01,CAP000244,S007,CAM01,frontal,leaning_backward,3,multiple_candidates,0.19779999554157257,0.911,0.8179,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000244_CAM02,CAP000244,S007,CAM02,lateral,leaning_backward,4,multiple_candidates,0.3840999901294708,0.931,0.69,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000245_CAM01,CAP000245,S007,CAM01,frontal,leaning_left,3,multiple_candidates,0.23720000684261322,0.909,0.8407,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000245_CAM02,CAP000245,S007,CAM02,lateral,leaning_left,6,multiple_candidates,0.2992999851703644,0.9425,0.7043,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000246_CAM01,CAP000246,S007,CAM01,frontal,leaning_left,3,multiple_candidates,0.23849999904632568,0.9059,0.8371,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000246_CAM02,CAP000246,S007,CAM02,lateral,leaning_left,6,multiple_candidates,0.2994000017642975,0.9408,0.713,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000247_CAM01,CAP000247,S007,CAM01,frontal,leaning_left,3,multiple_candidates,0.23559999465942383,0.9058,0.8428,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000247_CAM02,CAP000247,S007,CAM02,lateral,leaning_left,6,multiple_candidates,0.29760000109672546,0.94,0.7146,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000248_CAM01,CAP000248,S007,CAM01,frontal,leaning_left,3,multiple_candidates,0.23520000278949738,0.9098,0.8444,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000248_CAM02,CAP000248,S007,CAM02,lateral,leaning_left,4,multiple_candidates,0.29789999127388,0.9416,0.7187,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000249_CAM01,CAP000249,S007,CAM01,frontal,leaning_left,3,multiple_candidates,0.23729999363422394,0.9108,0.8384,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000249_CAM02,CAP000249,S007,CAM02,lateral,leaning_left,6,multiple_candidates,0.2980000078678131,0.9399,0.715,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000250_CAM01,CAP000250,S007,CAM01,frontal,leaning_right,3,multiple_candidates,0.21960000693798065,0.9231,0.8125,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000250_CAM02,CAP000250,S007,CAM02,lateral,leaning_right,5,multiple_candidates,0.36079999804496765,0.942,0.6656,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000251_CAM01,CAP000251,S007,CAM01,frontal,leaning_right,3,multiple_candidates,0.22460000216960907,0.9224,0.8159,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000251_CAM02,CAP000251,S007,CAM02,lateral,leaning_right,3,multiple_candidates,0.36149999499320984,0.9441,0.6651,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000252_CAM01,CAP000252,S007,CAM01,frontal,leaning_right,3,multiple_candidates,0.22429999709129333,0.9213,0.8139,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000252_CAM02,CAP000252,S007,CAM02,lateral,leaning_right,6,multiple_candidates,0.3637999892234802,0.9451,0.6724,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000253_CAM01,CAP000253,S007,CAM01,frontal,leaning_right,3,multiple_candidates,0.22390000522136688,0.9205,0.8113,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000253_CAM02,CAP000253,S007,CAM02,lateral,leaning_right,4,multiple_candidates,0.3603000044822693,0.9437,0.6732,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000254_CAM01,CAP000254,S007,CAM01,frontal,leaning_right,2,multiple_candidates,0.2248000055551529,0.9165,0.8083,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000254_CAM02,CAP000254,S007,CAM02,lateral,leaning_right,7,multiple_candidates,0.35989999771118164,0.9431,0.6634,4,Multiple candidates (7); Default YOLO correctly aligns with target
S007_SE01_CAP000255_CAM01,CAP000255,S007,CAM01,frontal,slouching,2,multiple_candidates,0.20659999549388885,0.9224,0.8187,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000255_CAM02,CAP000255,S007,CAM02,lateral,slouching,5,multiple_candidates,0.34060001373291016,0.9382,0.6838,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000256_CAM01,CAP000256,S007,CAM01,frontal,slouching,2,multiple_candidates,0.20559999346733093,0.9224,0.8176,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000256_CAM02,CAP000256,S007,CAM02,lateral,slouching,6,multiple_candidates,0.3391999900341034,0.9398,0.6884,4,Multiple candidates (6); Default YOLO correctly aligns with target
S007_SE01_CAP000257_CAM01,CAP000257,S007,CAM01,frontal,slouching,2,multiple_candidates,0.2062000036239624,0.9223,0.819,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000257_CAM02,CAP000257,S007,CAM02,lateral,slouching,5,multiple_candidates,0.3398999869823456,0.9385,0.6958,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000258_CAM01,CAP000258,S007,CAM01,frontal,slouching,2,multiple_candidates,0.2045000046491623,0.9233,0.8172,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000258_CAM02,CAP000258,S007,CAM02,lateral,slouching,5,multiple_candidates,0.33970001339912415,0.9398,0.6878,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000259_CAM01,CAP000259,S007,CAM01,frontal,slouching,2,multiple_candidates,0.20430000126361847,0.9225,0.8187,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000259_CAM02,CAP000259,S007,CAM02,lateral,slouching,5,multiple_candidates,0.3382999897003174,0.9373,0.69,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000260_CAM01,CAP000260,S007,CAM01,frontal,forward_head,2,multiple_candidates,0.225600004196167,0.9309,0.8038,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000260_CAM02,CAP000260,S007,CAM02,lateral,forward_head,5,multiple_candidates,0.3192000091075897,0.9494,0.6452,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000261_CAM01,CAP000261,S007,CAM01,frontal,forward_head,3,multiple_candidates,0.22370000183582306,0.9305,0.8105,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000261_CAM02,CAP000261,S007,CAM02,lateral,forward_head,5,multiple_candidates,0.3192000091075897,0.9504,0.6467,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000262_CAM01,CAP000262,S007,CAM01,frontal,forward_head,3,multiple_candidates,0.22429999709129333,0.9294,0.8122,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000262_CAM02,CAP000262,S007,CAM02,lateral,forward_head,4,multiple_candidates,0.3206000030040741,0.9504,0.6465,4,Multiple candidates (4); Default YOLO correctly aligns with target
S007_SE01_CAP000263_CAM01,CAP000263,S007,CAM01,frontal,forward_head,3,multiple_candidates,0.22509999573230743,0.9304,0.8153,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000263_CAM02,CAP000263,S007,CAM02,lateral,forward_head,5,multiple_candidates,0.31949999928474426,0.9516,0.6442,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000264_CAM01,CAP000264,S007,CAM01,frontal,forward_head,3,multiple_candidates,0.22619999945163727,0.9285,0.8109,4,Multiple candidates (3); Default YOLO correctly aligns with target
S007_SE01_CAP000264_CAM02,CAP000264,S007,CAM02,lateral,forward_head,5,multiple_candidates,0.3206000030040741,0.9506,0.6421,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000265_CAM01,CAP000265,S007,CAM01,frontal,reject,2,multiple_candidates,0.33239999413490295,0.9046,0.8733,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000265_CAM02,CAP000265,S007,CAM02,lateral,reject,5,multiple_candidates,0.19599999487400055,0.8884,0.6494,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000266_CAM01,CAP000266,S007,CAM01,frontal,reject,1,correct_target,0.35260000824928284,0.9102,0.7875,4,Single clean target in frame
S007_SE01_CAP000266_CAM02,CAP000266,S007,CAM02,lateral,reject,5,multiple_candidates,0.23080000281333923,0.8983,0.7315,4,Multiple candidates (5); Default YOLO correctly aligns with target
S007_SE01_CAP000267_CAM01,CAP000267,S007,CAM01,frontal,reject,2,multiple_candidates,0.2084999978542328,0.9287,0.8697,4,Multiple candidates (2); Default YOLO correctly aligns with target
S007_SE01_CAP000267_CAM02,CAP000267,S007,CAM02,lateral,reject,3,multiple_candidates,0.2071000039577484,0.892,0.5067,4,Multiple candidates (3); Default YOLO correctly aligns with target
S008_SE01_CAP000268_CAM01,CAP000268,S008,CAM01,frontal,upright,1,correct_target,0.1907999962568283,0.9373,0.772,4,Single clean target in frame
S008_SE01_CAP000268_CAM02,CAP000268,S008,CAM02,lateral,upright,2,wrong_person_risk,0.34310001134872437,0.8975,0.5913,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000269_CAM01,CAP000269,S008,CAM01,frontal,upright,1,correct_target,0.19140000641345978,0.9381,0.7682,4,Single clean target in frame
S008_SE01_CAP000269_CAM02,CAP000269,S008,CAM02,lateral,upright,2,wrong_person_risk,0.34310001134872437,0.9019,0.6288,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000270_CAM01,CAP000270,S008,CAM01,frontal,upright,1,correct_target,0.19050000607967377,0.938,0.767,4,Single clean target in frame
S008_SE01_CAP000270_CAM02,CAP000270,S008,CAM02,lateral,upright,2,wrong_person_risk,0.3425999879837036,0.8996,0.5984,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000271_CAM01,CAP000271,S008,CAM01,frontal,upright,1,correct_target,0.19429999589920044,0.9355,0.7703,4,Single clean target in frame
S008_SE01_CAP000271_CAM02,CAP000271,S008,CAM02,lateral,upright,2,wrong_person_risk,0.3393000066280365,0.9007,0.6235,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000272_CAM01,CAP000272,S008,CAM01,frontal,upright,1,correct_target,0.19120000302791595,0.9369,0.7717,4,Single clean target in frame
S008_SE01_CAP000272_CAM02,CAP000272,S008,CAM02,lateral,upright,2,wrong_person_risk,0.34150001406669617,0.8968,0.6128,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000273_CAM01,CAP000273,S008,CAM01,frontal,leaning_forward,1,correct_target,0.2037000060081482,0.9273,0.7966,4,Single clean target in frame
S008_SE01_CAP000273_CAM02,CAP000273,S008,CAM02,lateral,leaning_forward,2,multiple_candidates,0.3050000071525574,0.923,0.6004,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000274_CAM01,CAP000274,S008,CAM01,frontal,leaning_forward,1,correct_target,0.19840000569820404,0.9285,0.7601,4,Single clean target in frame
S008_SE01_CAP000274_CAM02,CAP000274,S008,CAM02,lateral,leaning_forward,2,wrong_person_risk,0.30489999055862427,0.8993,0.633,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000275_CAM01,CAP000275,S008,CAM01,frontal,leaning_forward,1,correct_target,0.20010000467300415,0.9267,0.7564,4,Single clean target in frame
S008_SE01_CAP000275_CAM02,CAP000275,S008,CAM02,lateral,leaning_forward,2,wrong_person_risk,0.29910001158714294,0.9038,0.6011,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000276_CAM01,CAP000276,S008,CAM01,frontal,leaning_forward,2,multiple_candidates,0.20080000162124634,0.9249,0.7565,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000276_CAM02,CAP000276,S008,CAM02,lateral,leaning_forward,2,wrong_person_risk,0.2996000051498413,0.9056,0.5991,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000277_CAM01,CAP000277,S008,CAM01,frontal,leaning_forward,2,multiple_candidates,0.1987999975681305,0.9283,0.7548,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000277_CAM02,CAP000277,S008,CAM02,lateral,leaning_forward,2,wrong_person_risk,0.30160000920295715,0.8961,0.5917,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000278_CAM01,CAP000278,S008,CAM01,frontal,leaning_backward,1,correct_target,0.16110000014305115,0.9244,0.7784,4,Single clean target in frame
S008_SE01_CAP000278_CAM02,CAP000278,S008,CAM02,lateral,leaning_backward,2,wrong_person_risk,0.3871999979019165,0.8982,0.6206,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000279_CAM01,CAP000279,S008,CAM01,frontal,leaning_backward,2,multiple_candidates,0.16449999809265137,0.9293,0.8026,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000279_CAM02,CAP000279,S008,CAM02,lateral,leaning_backward,2,wrong_person_risk,0.37869998812675476,0.8963,0.6208,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000280_CAM01,CAP000280,S008,CAM01,frontal,leaning_backward,1,correct_target,0.16509999334812164,0.9283,0.7889,4,Single clean target in frame
S008_SE01_CAP000280_CAM02,CAP000280,S008,CAM02,lateral,leaning_backward,2,wrong_person_risk,0.3763999938964844,0.8992,0.6346,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000281_CAM01,CAP000281,S008,CAM01,frontal,leaning_backward,2,multiple_candidates,0.16590000689029694,0.9303,0.7988,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000281_CAM02,CAP000281,S008,CAM02,lateral,leaning_backward,2,wrong_person_risk,0.375,0.9023,0.6225,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000282_CAM01,CAP000282,S008,CAM01,frontal,leaning_backward,1,correct_target,0.1664000004529953,0.9304,0.7891,4,Single clean target in frame
S008_SE01_CAP000282_CAM02,CAP000282,S008,CAM02,lateral,leaning_backward,2,wrong_person_risk,0.37400001287460327,0.8973,0.6298,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000283_CAM01,CAP000283,S008,CAM01,frontal,leaning_left,1,correct_target,0.19449999928474426,0.9156,0.7789,4,Single clean target in frame
S008_SE01_CAP000283_CAM02,CAP000283,S008,CAM02,lateral,leaning_left,2,wrong_person_risk,0.2994000017642975,0.9054,0.5977,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000284_CAM01,CAP000284,S008,CAM01,frontal,leaning_left,2,multiple_candidates,0.19259999692440033,0.9201,0.7803,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000284_CAM02,CAP000284,S008,CAM02,lateral,leaning_left,2,wrong_person_risk,0.2969000041484833,0.9048,0.5925,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000285_CAM01,CAP000285,S008,CAM01,frontal,leaning_left,2,multiple_candidates,0.1923999935388565,0.9119,0.7876,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000285_CAM02,CAP000285,S008,CAM02,lateral,leaning_left,2,wrong_person_risk,0.296099990606308,0.9054,0.5923,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000286_CAM01,CAP000286,S008,CAM01,frontal,leaning_left,2,multiple_candidates,0.19130000472068787,0.9185,0.7834,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000286_CAM02,CAP000286,S008,CAM02,lateral,leaning_left,2,wrong_person_risk,0.2971000075340271,0.9067,0.597,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000287_CAM01,CAP000287,S008,CAM01,frontal,leaning_left,1,correct_target,0.19210000336170197,0.9146,0.7732,4,Single clean target in frame
S008_SE01_CAP000287_CAM02,CAP000287,S008,CAM02,lateral,leaning_left,2,wrong_person_risk,0.2962000072002411,0.901,0.5917,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000288_CAM01,CAP000288,S008,CAM01,frontal,leaning_right,2,multiple_candidates,0.20980000495910645,0.9109,0.815,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000288_CAM02,CAP000288,S008,CAM02,lateral,leaning_right,2,wrong_person_risk,0.3840999901294708,0.8642,0.6155,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000289_CAM01,CAP000289,S008,CAM01,frontal,leaning_right,1,correct_target,0.2053000032901764,0.9134,0.7599,4,Single clean target in frame
S008_SE01_CAP000289_CAM02,CAP000289,S008,CAM02,lateral,leaning_right,2,wrong_person_risk,0.38100001215934753,0.8908,0.638,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000290_CAM01,CAP000290,S008,CAM01,frontal,leaning_right,2,multiple_candidates,0.20010000467300415,0.9199,0.8052,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000290_CAM02,CAP000290,S008,CAM02,lateral,leaning_right,2,wrong_person_risk,0.3772999942302704,0.887,0.6142,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000291_CAM01,CAP000291,S008,CAM01,frontal,leaning_right,1,correct_target,0.19820000231266022,0.9217,0.7931,4,Single clean target in frame
S008_SE01_CAP000291_CAM02,CAP000291,S008,CAM02,lateral,leaning_right,2,wrong_person_risk,0.37630000710487366,0.8954,0.6317,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000292_CAM01,CAP000292,S008,CAM01,frontal,leaning_right,1,correct_target,0.19599999487400055,0.9229,0.7988,4,Single clean target in frame
S008_SE01_CAP000292_CAM02,CAP000292,S008,CAM02,lateral,leaning_right,2,wrong_person_risk,0.37549999356269836,0.8856,0.6137,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000293_CAM01,CAP000293,S008,CAM01,frontal,slouching,1,correct_target,0.17399999499320984,0.9318,0.7611,4,Single clean target in frame
S008_SE01_CAP000293_CAM02,CAP000293,S008,CAM02,lateral,slouching,2,wrong_person_risk,0.334199994802475,0.8803,0.5942,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000294_CAM01,CAP000294,S008,CAM01,frontal,slouching,1,correct_target,0.17180000245571136,0.936,0.819,4,Single clean target in frame
S008_SE01_CAP000294_CAM02,CAP000294,S008,CAM02,lateral,slouching,2,wrong_person_risk,0.3310000002384186,0.884,0.6145,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000295_CAM01,CAP000295,S008,CAM01,frontal,slouching,1,correct_target,0.17239999771118164,0.9343,0.836,4,Single clean target in frame
S008_SE01_CAP000295_CAM02,CAP000295,S008,CAM02,lateral,slouching,2,wrong_person_risk,0.33239999413490295,0.893,0.6093,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000296_CAM01,CAP000296,S008,CAM01,frontal,slouching,2,multiple_candidates,0.1736000031232834,0.9356,0.8101,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000296_CAM02,CAP000296,S008,CAM02,lateral,slouching,2,wrong_person_risk,0.33309999108314514,0.8951,0.6052,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000297_CAM01,CAP000297,S008,CAM01,frontal,slouching,1,correct_target,0.17329999804496765,0.9354,0.8041,4,Single clean target in frame
S008_SE01_CAP000297_CAM02,CAP000297,S008,CAM02,lateral,slouching,2,wrong_person_risk,0.32989999651908875,0.8891,0.6018,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S008_SE01_CAP000298_CAM01,CAP000298,S008,CAM01,frontal,forward_head,1,correct_target,0.19930000603199005,0.9192,0.7638,4,Single clean target in frame
S008_SE01_CAP000298_CAM02,CAP000298,S008,CAM02,lateral,forward_head,2,multiple_candidates,0.3393000066280365,0.9065,0.6079,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000299_CAM01,CAP000299,S008,CAM01,frontal,forward_head,2,multiple_candidates,0.20489999651908875,0.9262,0.7639,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000299_CAM02,CAP000299,S008,CAM02,lateral,forward_head,2,multiple_candidates,0.3303000032901764,0.9137,0.6126,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000300_CAM01,CAP000300,S008,CAM01,frontal,forward_head,1,correct_target,0.2029999941587448,0.9254,0.7685,4,Single clean target in frame
S008_SE01_CAP000300_CAM02,CAP000300,S008,CAM02,lateral,forward_head,2,multiple_candidates,0.3314000070095062,0.9235,0.6398,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000301_CAM01,CAP000301,S008,CAM01,frontal,forward_head,1,correct_target,0.2011999934911728,0.9268,0.7765,4,Single clean target in frame
S008_SE01_CAP000301_CAM02,CAP000301,S008,CAM02,lateral,forward_head,2,multiple_candidates,0.33250001072883606,0.9161,0.6242,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000302_CAM01,CAP000302,S008,CAM01,frontal,forward_head,1,correct_target,0.20319999754428864,0.9277,0.7746,4,Single clean target in frame
S008_SE01_CAP000302_CAM02,CAP000302,S008,CAM02,lateral,forward_head,2,multiple_candidates,0.33340001106262207,0.9193,0.619,4,Multiple candidates (2); Default YOLO correctly aligns with target
S008_SE01_CAP000303_CAM01,CAP000303,S008,CAM01,frontal,reject,1,correct_target,0.271699994802475,0.8393,0.611,4,Single clean target in frame
S008_SE01_CAP000303_CAM02,CAP000303,S008,CAM02,lateral,reject,2,multiple_candidates,0.3752000033855438,0.8989,0.4019,2,Multiple candidates (2); Default YOLO correctly aligns with target
S009_SE01_CAP000304_CAM01,CAP000304,S009,CAM01,frontal,upright,2,multiple_candidates,0.3100000023841858,0.9048,0.8131,4,Multiple candidates (2); Default YOLO correctly aligns with target
S009_SE01_CAP000304_CAM02,CAP000304,S009,CAM02,lateral,upright,2,multiple_candidates,0.41110000014305115,0.9208,0.5984,4,Multiple candidates (2); Default YOLO correctly aligns with target
S009_SE01_CAP000305_CAM01,CAP000305,S009,CAM01,frontal,upright,2,multiple_candidates,0.30660000443458557,0.9018,0.8074,4,Multiple candidates (2); Default YOLO correctly aligns with target
S009_SE01_CAP000305_CAM02,CAP000305,S009,CAM02,lateral,upright,2,multiple_candidates,0.4122999906539917,0.9232,0.5968,4,Multiple candidates (2); Default YOLO correctly aligns with target
S009_SE01_CAP000306_CAM01,CAP000306,S009,CAM01,frontal,upright,2,multiple_candidates,0.3050000071525574,0.897,0.8074,4,Multiple candidates (2); Default YOLO correctly aligns with target
S009_SE01_CAP000306_CAM02,CAP000306,S009,CAM02,lateral,upright,2,multiple_candidates,0.4099000096321106,0.9244,0.6072,4,Multiple candidates (2); Default YOLO correctly aligns with target
